CLOSE_DEF_PERSON_ID,PLAYER_NAME,PLAYER_LAST_TEAM_ID,PLAYER_LAST_TEAM_ABBREVIATION,PLAYER_POSITION,AGE,GP,G,FREQ,FG2M,FG2A,FG2_PCT,NS_FG2_PCT,PLUSMINUS
1642352,Keshad Johnson,1610612748,MIA,F,24.0,16,13,0.667,1.06,2.63,0.405,0.551,-0.146
1631131,Oscar Tshiebwe,1610612762,UTA,F-C,26.0,5,5,0.591,1.6,2.6,0.615,0.546,0.069
1641723,Kobe Bufkin,1610612747,LAL,G,22.0,5,4,0.813,1.4,2.6,0.538,0.517,0.022
1642878,Tyrese Proctor,1610612739,CLE,G,21.0,36,31,0.628,1.31,2.58,0.505,0.545,-0.04
1630214,Xavier Tillman,1610612766,CHA,F,27.0,17,15,0.538,1.41,2.53,0.558,0.537,0.021
1630545,Terrence Shannon Jr.,1610612750,MIN,G-F,25.0,25,25,0.677,1.52,2.52,0.603,0.548,0.056
1642402,Enrique Freeman,1610612750,MIN,F,25.0,2,2,0.833,1.5,2.5,0.6,0.468,0.132
1641724,Jett Howard,1610612753,ORL,G,22.0,34,30,0.691,1.41,2.5,0.565,0.543,0.022
1626192,Pat Connaughton,1610612766,CHA,G,33.0,22,21,0.604,1.27,2.5,0.509,0.545,-0.036
1641809,Drew Peterson,1610612766,CHA,F,26.0,6,5,0.75,1.17,2.5,0.467,0.555,-0.088
1631102,TyTy Washington Jr.,1610612746,LAC,G,24.0,4,4,0.833,1.5,2.5,0.6,0.552,0.048
203078,Bradley Beal,1610612746,LAC,G,32.0,6,6,0.405,1.67,2.5,0.667,0.531,0.136
1641815,Isaiah Stevens,1610612758,SAC,G,25.0,2,2,0.5,2.5,2.5,1.0,0.526,0.474
203552,Seth Curry,1610612744,GSW,G,35.0,2,1,0.417,2.0,2.5,0.8,0.529,0.271
1642353,Cam Christie,1610612746,LAC,G,20.0,35,26,0.527,1.09,2.49,0.437,0.534,-0.097
1631199,Ron Harper Jr.,1610612738,BOS,G-F,25.0,13,10,0.667,1.15,2.46,0.469,0.524,-0.056
1631120,JD Davison,1610612745,HOU,G,23.0,20,19,0.662,1.1,2.45,0.449,0.552,-0.103
1642873,Amari Williams,1610612738,BOS,F-C,24.0,11,10,0.551,0.91,2.45,0.37,0.571,-0.201
1631103,Malaki Branham,1610612764,WAS,F,22.0,25,22,0.642,1.32,2.44,0.541,0.53,0.011
