CLOSE_DEF_PERSON_ID,PLAYER_NAME,PLAYER_LAST_TEAM_ID,PLAYER_LAST_TEAM_ABBREVIATION,PLAYER_POSITION,AGE,GP,G,FREQ,FG3M,FG3A,FG3_PCT,NS_FG3_PCT,PLUSMINUS
1631095,Jabari Smith Jr.,1610612745,HOU,F,22.0,57,56,0.356,1.7,4.74,0.359,0.355,0.004
1641709,Ausar Thompson,1610612765,DET,G-F,23.0,54,54,0.444,1.69,4.72,0.357,0.366,-0.009
1641710,Anthony Black,1610612753,ORL,G,22.0,58,56,0.352,1.72,4.71,0.366,0.367,-0.001
1641730,Noah Clowney,1610612751,BKN,F-C,21.0,53,53,0.342,1.94,4.7,0.414,0.358,0.055
1641706,Brandon Miller,1610612766,CHA,F,23.0,44,44,0.374,1.48,4.7,0.314,0.364,-0.05
1630559,Austin Reaves,1610612747,LAL,G,27.0,32,32,0.35,1.59,4.69,0.34,0.364,-0.024
203497,Rudy Gobert,1610612750,MIN,C,33.0,57,56,0.271,1.67,4.67,0.357,0.365,-0.008
201950,Jrue Holiday,1610612757,POR,G,35.0,32,32,0.456,1.72,4.66,0.369,0.366,0.003
1642845,VJ Edgecombe,1610612755,PHI,G,20.0,55,54,0.357,1.49,4.64,0.322,0.36,-0.038
1626157,Karl-Anthony Towns,1610612752,NYK,C-F,30.0,56,56,0.347,1.73,4.61,0.376,0.361,0.015
1627739,Kris Dunn,1610612746,LAC,G,31.0,58,58,0.438,1.66,4.59,0.361,0.365,-0.004
1630552,Jalen Johnson,1610612737,ATL,F,24.0,54,53,0.354,1.54,4.59,0.335,0.359,-0.024
203935,Marcus Smart,1610612747,LAL,G,31.0,48,48,0.479,1.63,4.56,0.356,0.355,0.001
1628960,Grayson Allen,1610612756,PHX,G,30.0,38,38,0.4,1.74,4.55,0.382,0.369,0.013
1630217,Desmond Bane,1610612753,ORL,G,27.0,58,58,0.423,1.38,4.55,0.303,0.361,-0.058
1642281,Jaylon Tyson,1610612739,CLE,G-F,23.0,56,54,0.405,1.68,4.52,0.372,0.364,0.007
203954,Joel Embiid,1610612755,PHI,C-F,31.0,33,33,0.287,1.36,4.52,0.302,0.351,-0.049
1630540,Miles McBride,1610612752,NYK,G,25.0,35,34,0.419,1.51,4.51,0.335,0.359,-0.024
1628378,Donovan Mitchell,1610612739,CLE,G,29.0,55,55,0.475,1.73,4.51,0.383,0.364,0.019
1629638,Nickeil Alexander-Walker,1610612737,ATL,G,27.0,58,56,0.343,1.84,4.5,0.41,0.366,0.044
1642271,Kyle Filipowski,1610612762,UTA,C,22.0,58,55,0.396,1.64,4.48,0.365,0.355,0.011
1629684,Grant Williams,1610612766,CHA,F,27.0,19,19,0.472,1.42,4.47,0.318,0.354,-0.036
1628374,Lauri Markkanen,1610612762,UTA,F-C,28.0,42,42,0.367,1.36,4.45,0.305,0.358,-0.053
1642846,Ace Bailey,1610612762,UTA,F,19.0,52,52,0.449,1.75,4.44,0.394,0.357,0.037
1631105,Jalen Duren,1610612765,DET,C,22.0,48,46,0.356,1.73,4.42,0.392,0.358,0.033
1631109,Mark Williams,1610612756,PHX,C,24.0,55,49,0.31,1.44,4.4,0.326,0.358,-0.031
1628969,Mikal Bridges,1610612752,NYK,G-F,29.0,60,60,0.357,1.52,4.4,0.345,0.366,-0.022
1630171,Isaac Okoro,1610612741,CHI,F-G,25.0,50,48,0.406,1.74,4.4,0.395,0.361,0.035
1631117,Walker Kessler,1610612762,UTA,C,24.0,5,5,0.286,1.0,4.4,0.227,0.361,-0.133
1629661,Cameron Johnson,1610612743,DEN,F,29.0,36,35,0.428,1.61,4.39,0.367,0.354,0.013
1630174,Aaron Nesmith,1610612754,IND,G-F,26.0,33,32,0.371,1.36,4.39,0.31,0.366,-0.056
204001,Kristaps Porziņģis,1610612744,GSW,F-C,30.0,18,16,0.319,1.28,4.39,0.291,0.349,-0.058
1631096,Chet Holmgren,1610612760,OKC,C-F,23.0,53,51,0.302,1.45,4.34,0.335,0.365,-0.03
203501,Tim Hardaway Jr.,1610612743,DEN,G-F,33.0,59,58,0.47,1.53,4.34,0.352,0.357,-0.006
1642851,Kon Knueppel,1610612766,CHA,G-F,20.0,60,59,0.326,1.38,4.33,0.319,0.361,-0.042
1642955,Kadary Richmond,1610612764,WAS,G,24.0,3,3,0.65,1.0,4.33,0.231,0.319,-0.088
202710,Jimmy Butler III,1610612744,GSW,F,36.0,38,38,0.437,1.5,4.32,0.348,0.363,-0.015
1629027,Trae Young,1610612764,WAS,G,27.0,10,10,0.43,1.5,4.3,0.349,0.357,-0.008
1631217,Moussa Diabaté,1610612766,CHA,F,24.0,53,52,0.325,1.66,4.3,0.386,0.353,0.033
1642268,Isaiah Collier,1610612762,UTA,G,21.0,51,50,0.452,1.98,4.29,0.461,0.363,0.098
1630230,Naji Marshall,1610612742,DAL,F,28.0,58,57,0.392,1.48,4.29,0.345,0.356,-0.011
203944,Julius Randle,1610612750,MIN,F-C,31.0,60,59,0.366,1.65,4.28,0.385,0.367,0.018
1629673,Jordan Poole,1610612740,NOP,G,26.0,32,30,0.452,1.34,4.25,0.316,0.361,-0.045
1630167,Obi Toppin,1610612754,IND,F,27.0,4,4,0.486,1.25,4.25,0.294,0.348,-0.054
1628436,Luke Kornet,1610612759,SAS,C-F,30.0,49,46,0.27,1.29,4.24,0.303,0.351,-0.048
1630202,Payton Pritchard,1610612738,BOS,G,28.0,58,55,0.42,1.6,4.24,0.378,0.357,0.021
1630191,Isaiah Stewart,1610612765,DET,F-C,24.0,48,47,0.366,1.67,4.23,0.394,0.359,0.036
1627826,Ivica Zubac,1610612754,IND,C,28.0,43,41,0.269,1.56,4.21,0.37,0.356,0.014
1631222,Jake LaRavia,1610612747,LAL,F,24.0,58,55,0.345,1.59,4.21,0.377,0.364,0.013
1631108,Max Christie,1610612742,DAL,G,23.0,54,53,0.341,1.39,4.19,0.332,0.361,-0.029
1626167,Myles Turner,1610612749,MIL,C-F,29.0,54,52,0.277,1.52,4.17,0.364,0.355,0.009
1630193,Immanuel Quickley,1610612761,TOR,G,26.0,56,56,0.384,1.36,4.16,0.326,0.36,-0.033
1626220,Royce O'Neale,1610612756,PHX,F,32.0,60,57,0.378,1.43,4.15,0.345,0.36,-0.014
1626164,Devin Booker,1610612756,PHX,G,29.0,44,42,0.385,1.39,4.14,0.335,0.349,-0.014
1629660,Ty Jerome,1610612763,MEM,G-F,28.0,8,8,0.516,1.5,4.13,0.364,0.344,0.019
1642377,Jaylen Wells,1610612763,MEM,F,22.0,57,55,0.402,1.35,4.12,0.328,0.363,-0.035
1629631,De'Andre Hunter,1610612758,SAC,F-G,28.0,45,45,0.428,1.73,4.09,0.424,0.366,0.058
1628971,Bruce Brown,1610612743,DEN,G-F,29.0,60,58,0.398,1.27,4.08,0.31,0.359,-0.049
203110,Draymond Green,1610612744,GSW,F,35.0,48,47,0.329,1.29,4.08,0.316,0.35,-0.034
2544,LeBron James,1610612747,LAL,F,41.0,40,39,0.423,1.4,4.05,0.346,0.364,-0.019
1630573,Sam Hauser,1610612738,BOS,F,28.0,56,54,0.424,1.5,4.05,0.37,0.363,0.007
203932,Aaron Gordon,1610612743,DEN,F,30.0,23,21,0.346,1.09,4.04,0.269,0.363,-0.094
1631230,Dominick Barlow,1610612755,PHI,F,22.0,48,47,0.345,1.56,4.04,0.387,0.355,0.032
1631221,Collin Gillespie,1610612756,PHX,G,26.0,59,59,0.364,1.2,4.02,0.3,0.358,-0.058
203924,Jerami Grant,1610612757,POR,F,31.0,45,44,0.427,1.42,4.02,0.354,0.362,-0.009
1629674,Neemias Queta,1610612738,BOS,C,26.0,55,54,0.319,1.49,4.02,0.371,0.354,0.017
1630533,Ziaire Williams,1610612751,BKN,F,24.0,41,40,0.423,1.49,4.0,0.372,0.368,0.004
1642274,Yves Missi,1610612740,NOP,C,21.0,47,44,0.392,1.32,4.0,0.33,0.364,-0.034
1629632,Coby White,1610612766,CHA,G,26.0,32,31,0.398,1.38,4.0,0.344,0.356,-0.012
1627749,Dejounte Murray,1610612740,NOP,G,29.0,2,2,0.471,0.5,4.0,0.125,0.33,-0.205
1641778,Leaky Black,1610612764,WAS,F,26.0,1,1,0.364,3.0,4.0,0.75,0.362,0.388
1629004,Svi Mykhailiuk,1610612762,UTA,G-F,28.0,47,46,0.433,1.51,3.96,0.382,0.366,0.016
1642264,Stephon Castle,1610612759,SAS,G,21.0,49,47,0.352,1.45,3.96,0.366,0.358,0.008
202331,Paul George,1610612755,PHI,F,35.0,27,27,0.359,1.52,3.96,0.383,0.36,0.023
1642263,Reed Sheppard,1610612745,HOU,G,21.0,58,55,0.351,1.28,3.95,0.323,0.355,-0.032
1630180,Saddiq Bey,1610612740,NOP,G-F,26.0,53,52,0.448,1.32,3.94,0.335,0.363,-0.028
1642258,Zaccharie Risacher,1610612737,ATL,F,20.0,47,46,0.378,1.34,3.94,0.341,0.358,-0.018
203114,Khris Middleton,1610612742,DAL,F,34.0,41,39,0.414,1.44,3.93,0.366,0.357,0.01
1629651,Nic Claxton,1610612751,BKN,C,26.0,54,53,0.292,1.46,3.93,0.373,0.362,0.011
1630598,Aaron Wiggins,1610612760,OKC,G,27.0,46,46,0.397,1.74,3.93,0.442,0.362,0.08
1642875,Maxime Raynaud,1610612758,SAC,C,22.0,53,52,0.297,1.42,3.91,0.362,0.358,0.005
1630591,Jalen Suggs,1610612753,ORL,G,24.0,35,34,0.353,1.34,3.91,0.343,0.364,-0.021
1641796,Pelle Larsson,1610612748,MIA,G,25.0,48,46,0.396,1.31,3.9,0.337,0.367,-0.03
1642383,Walter Clayton Jr.,1610612763,MEM,G,22.0,51,48,0.444,1.33,3.88,0.343,0.357,-0.014
1627751,Jakob Poeltl,1610612761,TOR,C,30.0,25,25,0.297,1.4,3.88,0.361,0.366,-0.005
1628386,Jarrett Allen,1610612739,CLE,C,27.0,49,46,0.299,1.37,3.86,0.354,0.365,-0.01
1642867,Collin Murray-Boyles,1610612761,TOR,F,20.0,47,46,0.373,1.38,3.85,0.359,0.362,-0.003
1630166,Deni Avdija,1610612757,POR,F,25.0,48,46,0.307,1.65,3.85,0.427,0.361,0.066
203084,Harrison Barnes,1610612759,SAS,F,33.0,59,54,0.426,1.2,3.83,0.314,0.355,-0.04
1629013,Landry Shamet,1610612752,NYK,G,28.0,34,34,0.436,1.65,3.82,0.431,0.36,0.071
1626171,Bobby Portis,1610612749,MIL,F,31.0,56,54,0.371,1.34,3.79,0.354,0.356,-0.003
1628978,Donte DiVincenzo,1610612750,MIN,G,29.0,60,60,0.353,1.28,3.78,0.339,0.369,-0.03
203471,Dennis Schröder,1610612739,CLE,G,32.0,50,49,0.4,1.2,3.78,0.317,0.371,-0.053
1631246,Vince Williams Jr.,1610612762,UTA,G,25.0,40,39,0.423,1.28,3.78,0.338,0.366,-0.028
1642276,Kel'el Ware,1610612748,MIA,C,21.0,56,49,0.314,1.07,3.77,0.284,0.359,-0.074
203507,Giannis Antetokounmpo,1610612749,MIL,F,31.0,30,29,0.395,1.57,3.77,0.416,0.351,0.065
1630572,Sandro Mamukelashvili,1610612761,TOR,F-C,26.0,57,55,0.339,1.35,3.77,0.358,0.358,0.0
1630228,Jonathan Kuminga,1610612737,ATL,F,23.0,22,21,0.441,1.36,3.77,0.361,0.351,0.011
201143,Al Horford,1610612744,GSW,C-F,39.0,37,37,0.33,1.08,3.76,0.288,0.359,-0.071
1630198,Isaiah Joe,1610612760,OKC,G,26.0,52,49,0.479,1.21,3.75,0.323,0.355,-0.032
1629060,Rui Hachimura,1610612747,LAL,F,28.0,47,46,0.372,1.49,3.74,0.398,0.358,0.04
201939,Stephen Curry,1610612744,GSW,G,37.0,39,39,0.375,1.46,3.74,0.39,0.371,0.019
1627884,Derrick Jones Jr.,1610612746,LAC,F,29.0,26,25,0.399,1.23,3.73,0.33,0.365,-0.035
1630529,Herbert Jones,1610612740,NOP,F,27.0,37,35,0.385,1.41,3.73,0.377,0.359,0.018
1629656,Quentin Grimes,1610612755,PHI,G,25.0,53,53,0.391,1.11,3.72,0.299,0.357,-0.058
203500,Steven Adams,1610612745,HOU,C,32.0,32,30,0.302,1.13,3.72,0.303,0.337,-0.035
1631106,Tari Eason,1610612745,HOU,F,24.0,36,36,0.398,1.28,3.72,0.343,0.353,-0.01
1631101,Shaedon Sharpe,1610612757,POR,G,22.0,48,47,0.356,1.29,3.71,0.348,0.362,-0.013
203992,Bogdan Bogdanović,1610612746,LAC,G,33.0,17,16,0.377,1.47,3.71,0.397,0.368,0.029
1629028,Deandre Ayton,1610612747,LAL,C,27.0,50,49,0.264,1.42,3.7,0.384,0.353,0.031
1629614,Andrew Nembhard,1610612754,IND,G-F,26.0,47,46,0.32,1.28,3.7,0.345,0.356,-0.012
1629130,Duncan Robinson,1610612765,DET,F,31.0,56,55,0.372,1.36,3.7,0.367,0.364,0.003
1630541,Moses Moody,1610612744,GSW,G,23.0,57,57,0.358,1.3,3.68,0.352,0.364,-0.012
1642363,Nique Clifford,1610612758,SAC,G,24.0,57,53,0.391,1.26,3.67,0.344,0.362,-0.018
1641729,Brice Sensabaugh,1610612762,UTA,F,22.0,55,53,0.45,1.35,3.67,0.366,0.361,0.006
203078,Bradley Beal,1610612746,LAC,G,32.0,6,6,0.595,1.5,3.67,0.409,0.365,0.045
1629639,Tyler Herro,1610612748,MIA,G,26.0,15,15,0.289,1.33,3.67,0.364,0.364,-0.001
1628366,Lonzo Ball,1610612739,CLE,G,28.0,35,33,0.449,1.26,3.66,0.344,0.371,-0.027
1641708,Amen Thompson,1610612745,HOU,G-F,23.0,56,52,0.369,1.16,3.66,0.317,0.355,-0.038
1642267,Bub Carrington,1610612764,WAS,G,20.0,58,56,0.397,1.26,3.64,0.346,0.368,-0.022
1629655,Daniel Gafford,1610612742,DAL,F-C,27.0,42,38,0.293,1.21,3.64,0.333,0.358,-0.025
1630577,Julian Champagnie,1610612759,SAS,F,24.0,59,59,0.35,1.41,3.63,0.388,0.363,0.025
201599,DeAndre Jordan,1610612740,NOP,C,37.0,5,5,0.327,0.8,3.6,0.222,0.356,-0.134
1627734,Domantas Sabonis,1610612758,SAC,F-C,29.0,19,19,0.239,1.53,3.58,0.426,0.367,0.059
1631099,Keegan Murray,1610612758,SAC,F,25.0,23,22,0.256,1.22,3.57,0.341,0.368,-0.026
1641750,Ryan Kalkbrenner,1610612766,CHA,C,24.0,49,46,0.274,1.2,3.55,0.339,0.338,0.001
1629675,Naz Reid,1610612750,MIN,C-F,26.0,59,55,0.347,1.2,3.54,0.34,0.364,-0.024
1630173,Precious Achiuwa,1610612758,SAC,F,26.0,52,50,0.343,1.06,3.54,0.299,0.361,-0.062
1631097,Bennedict Mathurin,1610612746,LAC,G-F,23.0,34,34,0.353,1.24,3.5,0.353,0.365,-0.012
203552,Seth Curry,1610612744,GSW,G,35.0,2,2,0.583,2.0,3.5,0.571,0.368,0.203
1629611,Terance Mann,1610612751,BKN,G-F,29.0,51,46,0.387,1.16,3.49,0.331,0.371,-0.04
1628398,Kyle Kuzma,1610612749,MIL,F,30.0,55,55,0.366,1.29,3.49,0.37,0.365,0.004
1631245,Quenton Jackson,1610612754,IND,G,27.0,27,27,0.42,0.96,3.48,0.277,0.366,-0.09
201942,DeMar DeRozan,1610612758,SAC,G-F,36.0,61,60,0.354,1.46,3.48,0.42,0.365,0.055
1629008,Michael Porter Jr.,1610612751,BKN,F,27.0,47,45,0.324,1.28,3.45,0.37,0.363,0.007
1641757,Jordan Miller,1610612746,LAC,G,26.0,36,33,0.411,1.0,3.44,0.29,0.35,-0.06
1642883,Sion James,1610612766,CHA,G,23.0,61,59,0.357,1.16,3.43,0.34,0.363,-0.023
1629012,Collin Sexton,1610612741,CHI,G,27.0,50,50,0.448,1.12,3.42,0.327,0.358,-0.031
1642347,Jamal Shead,1610612761,TOR,G,23.0,59,56,0.458,1.19,3.42,0.347,0.362,-0.016
201566,Russell Westbrook,1610612758,SAC,G,37.0,56,50,0.373,1.05,3.41,0.309,0.36,-0.051
1628989,Kevin Huerter,1610612765,DET,G-F,27.0,49,47,0.374,1.14,3.41,0.335,0.353,-0.018
1628392,Isaiah Hartenstein,1610612760,OKC,C-F,27.0,34,32,0.288,1.41,3.41,0.414,0.35,0.064
1631121,Bryce McGowens,1610612740,NOP,G,23.0,34,32,0.382,1.0,3.41,0.293,0.357,-0.064
1642857,Kasparas Jakučionis,1610612748,MIA,G,19.0,30,28,0.395,1.3,3.4,0.382,0.357,0.026
1628963,Marvin Bagley III,1610612742,DAL,F,26.0,45,39,0.341,1.13,3.4,0.333,0.358,-0.025
1626172,Kevon Looney,1610612740,NOP,F,30.0,18,15,0.436,1.06,3.39,0.311,0.354,-0.042
1630245,Ayo Dosunmu,1610612750,MIN,G,26.0,52,49,0.4,0.88,3.38,0.261,0.354,-0.093
202699,Tobias Harris,1610612765,DET,F,33.0,42,38,0.342,1.19,3.38,0.352,0.359,-0.007
203937,Kyle Anderson,1610612763,MEM,F-G,32.0,24,24,0.435,1.29,3.38,0.383,0.35,0.033
1630695,Micah Potter,1610612754,IND,C,27.0,26,23,0.291,1.12,3.38,0.33,0.358,-0.028
1629011,Mitchell Robinson,1610612752,NYK,C-F,27.0,43,38,0.369,1.07,3.37,0.317,0.358,-0.041
1631165,Keon Ellis,1610612739,CLE,G,26.0,52,49,0.406,1.19,3.35,0.356,0.372,-0.016
1626181,Norman Powell,1610612748,MIA,G,32.0,48,47,0.388,1.44,3.35,0.429,0.365,0.064
1630631,Jose Alvarado,1610612752,NYK,G,27.0,49,46,0.442,1.18,3.33,0.356,0.365,-0.009
1642396,Blake Hinson,1610612762,UTA,F,26.0,3,3,0.556,1.33,3.33,0.4,0.371,0.029
1642848,Tre Johnson,1610612764,WAS,G,19.0,45,42,0.395,1.18,3.31,0.356,0.369,-0.013
1630314,Brandon Williams,1610612742,DAL,G,26.0,51,48,0.371,1.18,3.31,0.355,0.352,0.003
1626156,D'Angelo Russell,1610612764,WAS,G,30.0,26,26,0.379,1.12,3.31,0.337,0.365,-0.028
1642349,Ajay Mitchell,1610612760,OKC,G,23.0,43,42,0.403,1.12,3.3,0.338,0.366,-0.028
1627936,Alex Caruso,1610612760,OKC,G,32.0,40,37,0.444,1.25,3.3,0.379,0.358,0.021
1629731,Dean Wade,1610612739,CLE,F-C,29.0,47,46,0.322,1.04,3.3,0.316,0.364,-0.048
1631323,Simone Fontecchio,1610612748,MIA,F,30.0,54,48,0.459,1.09,3.24,0.337,0.361,-0.024
1630200,Tre Jones,1610612741,CHI,G,26.0,43,41,0.329,1.14,3.23,0.353,0.357,-0.004
1642461,Spencer Jones,1610612743,DEN,F,24.0,49,45,0.376,1.1,3.2,0.344,0.355,-0.011
1641783,Tristan da Silva,1610612753,ORL,F,24.0,53,50,0.375,1.06,3.19,0.331,0.358,-0.027
1641764,Brandin Podziemski,1610612744,GSW,G,23.0,59,54,0.338,1.12,3.19,0.351,0.359,-0.008
1629014,Anfernee Simons,1610612741,CHI,G,26.0,55,52,0.358,1.07,3.18,0.337,0.356,-0.019
1630643,Jay Huff,1610612754,IND,C,28.0,59,57,0.279,0.95,3.15,0.301,0.351,-0.05
1631114,Jalen Williams,1610612760,OKC,G-F,24.0,26,26,0.364,1.19,3.15,0.378,0.366,0.012
1631119,Jaylin Williams,1610612760,OKC,F,23.0,46,39,0.313,0.89,3.15,0.283,0.348,-0.065
1630241,Sam Merrill,1610612739,CLE,G,29.0,37,36,0.337,1.14,3.14,0.362,0.364,-0.002
1642914,Javon Small,1610612763,MEM,G,23.0,23,21,0.434,1.04,3.13,0.333,0.327,0.006
