CLOSE_DEF_PERSON_ID,PLAYER_NAME,PLAYER_LAST_TEAM_ID,PLAYER_LAST_TEAM_ABBREVIATION,PLAYER_POSITION,AGE,GP,G,FREQ,FGM_GT_15,FGA_GT_15,GT_15_PCT,NS_GT_15_PCT,PLUSMINUS
1641757,Jordan Miller,1610612746,LAC,G,26.0,36,34,0.457,1.25,3.83,0.326,0.357,-0.031
1626181,Norman Powell,1610612748,MIA,G,32.0,48,47,0.441,1.63,3.81,0.426,0.371,0.055
1629012,Collin Sexton,1610612741,CHI,G,27.0,50,50,0.497,1.22,3.8,0.321,0.364,-0.043
1630631,Jose Alvarado,1610612752,NYK,G,27.0,49,48,0.504,1.39,3.8,0.366,0.37,-0.005
1629057,Robert Williams III,1610612757,POR,C-F,28.0,42,42,0.445,1.26,3.76,0.335,0.359,-0.024
1642277,Johnny Furphy,1610612754,IND,G,21.0,34,32,0.416,1.47,3.76,0.391,0.38,0.01
1641713,GG Jackson,1610612763,MEM,F,21.0,34,32,0.435,1.62,3.76,0.43,0.37,0.06
1630249,Vít Krejčí,1610612757,POR,G,25.0,57,55,0.415,1.54,3.7,0.417,0.369,0.048
1629216,Gabe Vincent,1610612737,ATL,G,29.0,33,32,0.542,1.64,3.7,0.443,0.374,0.068
1630170,Devin Vassell,1610612759,SAS,G-F,25.0,46,46,0.388,1.26,3.67,0.343,0.373,-0.03
1641764,Brandin Podziemski,1610612744,GSW,G,23.0,59,55,0.388,1.29,3.66,0.352,0.366,-0.014
1630557,Corey Kispert,1610612737,ATL,F,26.0,40,40,0.449,1.33,3.65,0.363,0.366,-0.003
1631107,Nikola Jović,1610612748,MIA,F,22.0,43,40,0.384,1.09,3.65,0.299,0.36,-0.061
1629014,Anfernee Simons,1610612741,CHI,G,26.0,55,54,0.409,1.27,3.64,0.35,0.361,-0.011
1627752,Taurean Prince,1610612749,MIL,F,31.0,8,8,0.5,1.63,3.63,0.448,0.36,0.089
1631323,Simone Fontecchio,1610612748,MIA,F,30.0,54,49,0.512,1.3,3.61,0.359,0.365,-0.007
1642848,Tre Johnson,1610612764,WAS,G,19.0,45,43,0.43,1.31,3.6,0.364,0.375,-0.011
1627747,Caris LeVert,1610612765,DET,G,31.0,41,40,0.458,1.32,3.59,0.367,0.373,-0.006
1641765,Olivier-Maxence Prosper,1610612763,MEM,F,23.0,29,27,0.405,1.34,3.59,0.375,0.357,0.018
1642874,Danny Wolf,1610612751,BKN,F,21.0,44,43,0.406,1.18,3.57,0.331,0.371,-0.04
1630570,Trendon Watford,1610612755,PHI,G-F,25.0,35,31,0.523,1.51,3.57,0.424,0.363,0.061
1642346,Ryan Dunn,1610612756,PHX,F,23.0,53,48,0.454,1.32,3.57,0.37,0.366,0.005
1641726,Dereck Lively II,1610612742,DAL,C,22.0,7,7,0.368,1.57,3.57,0.44,0.364,0.076
1630692,Jordan Goodwin,1610612756,PHX,G,27.0,54,50,0.474,1.35,3.56,0.38,0.368,0.012
1630163,LaMelo Ball,1610612766,CHA,G,24.0,51,50,0.436,1.47,3.55,0.414,0.368,0.046
1630551,Justin Champagnie,1610612764,WAS,G-F,24.0,51,49,0.41,1.31,3.55,0.37,0.37,0.0
1641854,Craig Porter Jr.,1610612739,CLE,G,26.0,52,51,0.413,1.25,3.54,0.353,0.362,-0.009
1641707,Taylor Hendricks,1610612763,MEM,F,22.0,40,37,0.455,1.45,3.53,0.411,0.359,0.052
1642364,Jamir Watkins,1610612764,WAS,F,24.0,27,24,0.371,1.3,3.52,0.368,0.371,-0.002
1630696,Dru Smith,1610612748,MIA,G,28.0,58,56,0.454,1.24,3.52,0.353,0.369,-0.016
1642269,Devin Carter,1610612758,SAC,G,23.0,22,19,0.527,1.64,3.5,0.468,0.362,0.106
1641731,Bilal Coulibaly,1610612764,WAS,G,21.0,38,34,0.43,1.45,3.5,0.414,0.375,0.039
203552,Seth Curry,1610612744,GSW,G,35.0,2,2,0.583,2.0,3.5,0.571,0.379,0.192
1641767,Ben Sheppard,1610612754,IND,G,24.0,49,46,0.479,1.31,3.49,0.374,0.378,-0.004
1642928,Dylan Cardwell,1610612758,SAC,C,24.0,29,27,0.327,1.28,3.48,0.366,0.363,0.004
1642954,Will Richard,1610612744,GSW,G,23.0,51,49,0.438,1.18,3.47,0.339,0.38,-0.041
1642266,Ja'Kobe Walter,1610612761,TOR,G,21.0,49,46,0.429,1.22,3.47,0.353,0.373,-0.02
1630611,Gui Santos,1610612744,GSW,F,23.0,45,38,0.415,1.24,3.47,0.359,0.371,-0.012
1642856,Egor Dëmin,1610612751,BKN,G,19.0,52,49,0.359,1.31,3.46,0.378,0.371,0.007
1642345,Oso Ighodaro,1610612756,PHX,F,23.0,60,55,0.383,1.15,3.45,0.333,0.361,-0.028
1631169,Josh Minott,1610612751,BKN,F,23.0,34,32,0.455,1.26,3.44,0.368,0.364,0.003
1641790,PJ Hall,1610612766,CHA,C,24.0,16,13,0.41,1.19,3.44,0.345,0.382,-0.036
203482,Kelly Olynyk,1610612759,SAS,F-C,34.0,31,31,0.564,1.26,3.42,0.368,0.349,0.019
1629001,De'Anthony Melton,1610612744,GSW,G,27.0,31,31,0.396,1.23,3.42,0.358,0.366,-0.007
1630188,Jalen Smith,1610612741,CHI,F-C,25.0,45,43,0.373,1.4,3.4,0.412,0.367,0.045
1629111,Jock Landale,1610612737,ATL,C,30.0,54,50,0.347,1.39,3.39,0.41,0.364,0.046
1641842,Ronald Holland II,1610612765,DET,F,20.0,54,53,0.474,1.22,3.39,0.361,0.373,-0.012
1641716,Jarace Walker,1610612754,IND,F,22.0,59,58,0.412,1.19,3.39,0.35,0.367,-0.017
1631132,Christian Koloko,1610612737,ATL,C,25.0,21,19,0.386,1.24,3.38,0.366,0.37,-0.003
1642262,Cody Williams,1610612762,UTA,F,21.0,43,38,0.426,1.44,3.37,0.428,0.367,0.06
1641737,Adem Bona,1610612755,PHI,F,22.0,50,48,0.423,1.28,3.36,0.381,0.367,0.014
1630175,Cole Anthony,1610612749,MIL,G,25.0,33,32,0.514,1.42,3.36,0.423,0.364,0.06
1627741,Buddy Hield,1610612737,ATL,G,33.0,45,45,0.428,1.36,3.36,0.404,0.367,0.037
1642849,Nolan Traore,1610612751,BKN,G,19.0,37,34,0.401,1.35,3.35,0.403,0.373,0.03
1630679,Ethan Thompson,1610612754,IND,G,26.0,20,17,0.508,1.15,3.35,0.343,0.372,-0.029
1642914,Javon Small,1610612763,MEM,G,23.0,23,21,0.464,1.17,3.35,0.351,0.337,0.014
1641772,Nae'Qwan Tomlin,1610612739,CLE,F,25.0,47,44,0.525,1.34,3.34,0.401,0.371,0.03
1642396,Blake Hinson,1610612762,UTA,F,26.0,3,3,0.556,1.33,3.33,0.4,0.372,0.028
1629640,Keldon Johnson,1610612759,SAS,F-G,26.0,59,59,0.438,1.17,3.31,0.354,0.367,-0.013
1629018,Gary Trent Jr.,1610612749,MIL,G,27.0,46,45,0.494,1.26,3.3,0.382,0.366,0.015
1628380,Zach Collins,1610612741,CHI,F-C,28.0,10,9,0.393,1.1,3.3,0.333,0.379,-0.045
1630568,Luka Garza,1610612738,BOS,C,27.0,48,44,0.411,1.29,3.29,0.392,0.362,0.031
1627827,Dorian Finney-Smith,1610612745,HOU,F,32.0,24,24,0.506,1.13,3.29,0.342,0.36,-0.018
1630172,Patrick Williams,1610612741,CHI,F,24.0,55,48,0.446,1.35,3.29,0.409,0.364,0.045
1642942,Jahmai Mashack,1610612763,MEM,G,23.0,14,13,0.387,1.07,3.29,0.326,0.326,0.001
1630534,Ochai Agbaji,1610612751,BKN,G,25.0,47,42,0.487,1.04,3.28,0.318,0.364,-0.046
1642285,Cam Spencer,1610612763,MEM,G,25.0,56,51,0.398,1.16,3.27,0.355,0.363,-0.008
1642920,Kobe Sanders,1610612746,LAC,G,23.0,48,45,0.45,1.27,3.27,0.389,0.376,0.012
1641775,Jordan Walsh,1610612738,BOS,G,21.0,51,50,0.433,1.25,3.24,0.388,0.372,0.016
203914,Gary Harris,1610612749,MIL,G,31.0,39,38,0.536,1.13,3.21,0.352,0.367,-0.015
1630526,Jeremiah Robinson-Earl,1610612742,DAL,F,25.0,21,20,0.465,1.38,3.19,0.433,0.358,0.074
1630543,Isaiah Jackson,1610612746,LAC,F,24.0,40,36,0.376,0.98,3.18,0.307,0.37,-0.063
1642948,Ryan Nembhard,1610612742,DAL,G,22.0,38,32,0.445,1.08,3.18,0.339,0.366,-0.027
1628370,Malik Monk,1610612758,SAC,G,28.0,48,44,0.441,1.1,3.17,0.349,0.366,-0.017
1642275,Tidjane Salaün,1610612766,CHA,F,20.0,34,31,0.444,1.47,3.15,0.467,0.363,0.105
1630192,Zeke Nnaji,1610612743,DEN,F-C,25.0,35,31,0.417,1.09,3.14,0.345,0.364,-0.018
1642450,Daniss Jenkins,1610612765,DET,G,24.0,46,44,0.483,1.02,3.11,0.329,0.367,-0.038
1629618,Jalen Pickett,1610612743,DEN,G,26.0,35,31,0.491,1.17,3.11,0.376,0.364,0.012
1631243,Mouhamed Gueye,1610612737,ATL,F,23.0,58,55,0.459,1.03,3.07,0.337,0.362,-0.025
1642272,Jared McCain,1610612760,OKC,G,22.0,45,40,0.434,1.16,3.04,0.38,0.359,0.02
201144,Mike Conley,1610612750,MIN,G,38.0,46,43,0.428,1.26,3.04,0.414,0.373,0.041
1628379,Luke Kennard,1610612747,LAL,G,29.0,53,50,0.413,1.23,3.02,0.406,0.358,0.048
1641711,Gradey Dick,1610612761,TOR,G-F,22.0,56,50,0.499,1.02,3.02,0.337,0.367,-0.03
1630579,Jericho Sims,1610612749,MIL,C,27.0,41,35,0.477,0.83,3.02,0.274,0.364,-0.09
1631200,Kris Murray,1610612757,POR,F,25.0,39,37,0.384,1.05,3.0,0.35,0.364,-0.014
1630224,Jalen Green,1610612756,PHX,G,24.0,12,11,0.514,0.75,3.0,0.25,0.377,-0.127
1642354,KJ Simpson,1610612743,DEN,G,23.0,14,14,0.408,0.93,3.0,0.31,0.362,-0.052
1629048,Goga Bitadze,1610612753,ORL,C-F,26.0,43,37,0.372,0.98,2.98,0.328,0.364,-0.036
1631321,Sidy Cissoko,1610612757,POR,G,21.0,53,51,0.449,1.15,2.98,0.386,0.355,0.031
1642382,Branden Carlson,1610612760,OKC,C,26.0,32,30,0.436,1.38,2.97,0.463,0.335,0.128
1630264,Anthony Gill,1610612764,WAS,F,33.0,25,22,0.46,1.04,2.96,0.351,0.363,-0.012
1642864,Hugo González,1610612738,BOS,G,20.0,53,50,0.477,1.0,2.94,0.34,0.363,-0.023
1631342,Daeqwon Plowden,1610612758,SAC,G-F,27.0,12,12,0.438,1.08,2.92,0.371,0.35,0.021
1629006,Josh Okogie,1610612745,HOU,G,27.0,54,50,0.451,1.17,2.91,0.401,0.363,0.038
1642879,Ben Saraf,1610612751,BKN,G,19.0,23,19,0.411,0.91,2.91,0.313,0.373,-0.059
1630549,Day'Ron Sharpe,1610612751,BKN,C,24.0,57,48,0.371,1.07,2.89,0.37,0.366,0.004
1631093,Jaden Ivey,1610612741,CHI,G,24.0,37,33,0.428,1.03,2.89,0.355,0.369,-0.014
1630560,Cam Thomas,1610612749,MIL,G,24.0,32,29,0.404,1.13,2.88,0.391,0.364,0.027
1628988,Aaron Holiday,1610612745,HOU,G,29.0,34,31,0.505,0.82,2.88,0.286,0.362,-0.076
1641774,Tristan Vukcevic,1610612764,WAS,F,22.0,36,29,0.36,1.0,2.86,0.35,0.356,-0.007
1629750,Javonte Green,1610612765,DET,G,32.0,57,53,0.442,1.04,2.86,0.362,0.371,-0.01
1631255,Karlo Matković,1610612740,NOP,F-C,24.0,47,40,0.411,0.94,2.85,0.328,0.359,-0.03
1642844,Dylan Harper,1610612759,SAS,G,19.0,48,44,0.41,1.0,2.85,0.35,0.363,-0.013
1631213,Tyrese Martin,1610612755,PHI,F,26.0,38,33,0.45,1.11,2.84,0.389,0.368,0.021
1631126,Caleb Love,1610612757,POR,G,24.0,43,39,0.438,0.81,2.81,0.289,0.365,-0.076
1630536,Sharife Cooper,1610612764,WAS,G,24.0,16,14,0.479,1.0,2.81,0.356,0.348,0.007
1629234,Drew Eubanks,1610612758,SAC,F-C,29.0,35,29,0.392,1.11,2.8,0.398,0.374,0.024
1631250,Pete Nance,1610612749,MIL,F,26.0,19,17,0.408,1.11,2.79,0.396,0.361,0.035
1630703,Scoot Henderson,1610612757,POR,G,22.0,9,8,0.338,1.0,2.78,0.36,0.374,-0.014
203484,Kentavious Caldwell-Pope,1610612763,MEM,G,33.0,50,48,0.483,1.2,2.76,0.435,0.368,0.067
203903,Jordan Clarkson,1610612752,NYK,G,33.0,51,50,0.423,1.25,2.75,0.457,0.354,0.103
202691,Klay Thompson,1610612742,DAL,G,36.0,53,51,0.418,0.87,2.74,0.317,0.364,-0.046
1629723,John Konchar,1610612762,UTA,G,29.0,35,32,0.372,0.57,2.74,0.208,0.363,-0.155
1628467,Maxi Kleber,1610612747,LAL,F,34.0,30,24,0.427,1.13,2.73,0.415,0.369,0.046
201567,Kevin Love,1610612762,UTA,F-C,37.0,31,31,0.337,0.84,2.71,0.31,0.365,-0.055
1641747,DaRon Holmes II,1610612743,DEN,F,23.0,16,12,0.417,0.94,2.69,0.349,0.37,-0.021
1628975,Jevon Carter,1610612753,ORL,G,30.0,25,23,0.472,0.96,2.68,0.358,0.356,0.002
1630165,Killian Hayes,1610612758,SAC,G,24.0,3,2,0.471,0.67,2.67,0.25,0.386,-0.136
201587,Nicolas Batum,1610612746,LAC,G-F,37.0,54,49,0.409,1.22,2.63,0.465,0.366,0.099
1631172,Ousmane Dieng,1610612749,MIL,F,22.0,35,30,0.434,0.71,2.63,0.272,0.357,-0.085
1642353,Cam Christie,1610612746,LAC,G,20.0,35,32,0.558,1.0,2.63,0.38,0.369,0.012
1630194,Paul Reed,1610612765,DET,F,26.0,41,37,0.364,0.61,2.63,0.231,0.37,-0.139
203939,Dwight Powell,1610612742,DAL,F-C,34.0,39,32,0.336,1.13,2.62,0.431,0.367,0.064
1631248,Baylor Scheierman,1610612738,BOS,G,25.0,51,46,0.43,0.98,2.61,0.376,0.36,0.016
1631124,Julian Strawther,1610612743,DEN,G,23.0,33,29,0.489,1.21,2.61,0.465,0.364,0.101
1628420,Monte Morris,1610612754,IND,G,30.0,5,4,0.464,0.2,2.6,0.077,0.355,-0.278
1641722,Jordan Hawkins,1610612740,NOP,G,23.0,37,32,0.457,0.86,2.59,0.333,0.361,-0.028
1630544,Tre Mann,1610612766,CHA,G,25.0,38,31,0.412,1.34,2.58,0.52,0.366,0.155
1629020,Jarred Vanderbilt,1610612747,LAL,F,26.0,48,43,0.403,0.75,2.56,0.293,0.372,-0.08
1642860,Will Riley,1610612764,WAS,F,20.0,47,38,0.426,0.79,2.55,0.308,0.363,-0.055
1630182,Josh Green,1610612766,CHA,G,25.0,37,35,0.516,0.59,2.54,0.234,0.369,-0.135
202685,Jonas Valančiūnas,1610612743,DEN,C,33.0,48,41,0.353,1.19,2.54,0.467,0.355,0.112
204456,T.J. McConnell,1610612754,IND,G,33.0,43,41,0.487,0.91,2.53,0.358,0.378,-0.02
1630214,Xavier Tillman,1610612766,CHA,F,27.0,17,9,0.538,1.0,2.53,0.395,0.375,0.02
1630538,Bones Hyland,1610612750,MIN,G,25.0,49,40,0.392,0.94,2.51,0.374,0.363,0.011
1630592,Jalen Wilson,1610612751,BKN,F,25.0,37,35,0.472,1.08,2.51,0.43,0.366,0.064
1643133,Lawson Lovering,1610612763,MEM,C,22.0,2,2,0.185,0.5,2.5,0.2,0.36,-0.16
201569,Eric Gordon,1610612755,PHI,G,37.0,6,5,0.652,1.0,2.5,0.4,0.348,0.052
1642449,Tolu Smith,1610612765,DET,F,25.0,6,5,0.441,0.83,2.5,0.333,0.372,-0.039
1641815,Isaiah Stevens,1610612758,SAC,G,25.0,2,2,0.5,2.0,2.5,0.8,0.338,0.462
1642869,Noah Penda,1610612753,ORL,G-F,21.0,38,33,0.378,0.95,2.47,0.383,0.365,0.018
1630311,Pat Spencer,1610612744,GSW,G,29.0,37,32,0.351,0.92,2.46,0.374,0.366,0.007
1642348,Justin Edwards,1610612755,PHI,F,22.0,37,34,0.435,1.08,2.46,0.44,0.368,0.072
1641738,Kobe Brown,1610612754,IND,F,26.0,37,31,0.529,1.08,2.46,0.44,0.353,0.086
1630811,Keaton Wallace,1610612737,ATL,G,27.0,37,31,0.506,0.92,2.46,0.374,0.35,0.024
1641733,Nick Smith Jr.,1610612747,LAL,G,21.0,22,19,0.482,0.91,2.45,0.37,0.363,0.008
1641755,Kevin McCullar Jr.,1610612752,NYK,G,24.0,11,10,0.529,0.82,2.45,0.333,0.362,-0.029
1631123,Jamaree Bouyea,1610612756,PHX,G,26.0,32,26,0.415,0.78,2.44,0.321,0.367,-0.047
1631166,Drew Timme,1610612747,LAL,F,25.0,14,11,0.486,0.93,2.43,0.382,0.359,0.023
1627780,Gary Payton II,1610612744,GSW,G,33.0,52,43,0.439,0.92,2.4,0.384,0.367,0.017
1642278,Tyler Kolek,1610612752,NYK,G,24.0,45,42,0.462,0.89,2.4,0.37,0.359,0.012
1642854,Asa Newell,1610612737,ATL,F,20.0,36,29,0.428,0.86,2.39,0.36,0.361,0.0
1626204,Larry Nance Jr.,1610612739,CLE,F-C,33.0,26,25,0.459,0.92,2.38,0.387,0.366,0.021
1628396,Tony Bradley,1610612754,IND,C-F,28.0,32,27,0.439,0.94,2.38,0.395,0.368,0.027
1628449,Chris Boucher,1610612738,BOS,F,33.0,8,7,0.388,0.75,2.38,0.316,0.352,-0.036
1630619,Moussa Cisse,1610612742,DAL,C,23.0,30,24,0.353,0.83,2.37,0.352,0.37,-0.017
1629026,Kenrich Williams,1610612760,OKC,G-F,31.0,39,34,0.455,1.15,2.36,0.489,0.358,0.131
1629021,Moritz Wagner,1610612753,ORL,F-C,28.0,17,16,0.494,1.12,2.35,0.475,0.35,0.125
1641740,Jaylen Clark,1610612750,MIN,G,24.0,53,48,0.432,0.77,2.34,0.331,0.376,-0.045
1630208,Nick Richards,1610612741,CHI,C,28.0,35,32,0.358,0.97,2.34,0.415,0.373,0.042
1642962,Drake Powell,1610612751,BKN,G-F,20.0,45,32,0.413,0.82,2.33,0.352,0.368,-0.016
1642933,Keshon Gilbert,1610612764,WAS,G,22.0,3,2,0.368,1.33,2.33,0.571,0.348,0.223
1642384,Isaiah Crawford,1610612745,HOU,F,24.0,3,3,0.7,0.0,2.33,0.0,0.375,-0.375
1642877,Micah Peavy,1610612740,NOP,G-F,24.0,45,41,0.488,0.73,2.31,0.317,0.359,-0.042
1628997,Caleb Martin,1610612742,DAL,F,30.0,49,41,0.365,0.78,2.29,0.339,0.38,-0.041
1642905,Yang Hansen,1610612757,POR,C,20.0,35,27,0.435,0.94,2.29,0.413,0.361,0.051
1628418,Thomas Bryant,1610612739,CLE,C-F,28.0,39,36,0.37,1.1,2.26,0.489,0.363,0.125
1641725,Trey Alexander,1610612740,NOP,G,22.0,4,4,0.474,0.75,2.25,0.333,0.386,-0.052
1642530,Yuki Kawamura,1610612741,CHI,G,24.0,4,3,0.333,1.25,2.25,0.556,0.361,0.195
101108,Chris Paul,1610612746,LAC,G,40.0,16,14,0.444,0.75,2.25,0.333,0.337,-0.004
1630164,James Wiseman,1610612754,IND,C,24.0,4,4,0.36,1.0,2.25,0.444,0.41,0.034
1628998,Cody Martin,1610612754,IND,F,30.0,4,4,0.429,0.5,2.25,0.222,0.358,-0.136
1641715,Cam Whitmore,1610612764,WAS,F,21.0,21,19,0.416,0.81,2.24,0.362,0.372,-0.01
1642868,Carter Bryant,1610612759,SAS,F,20.0,45,38,0.49,0.82,2.22,0.37,0.348,0.022
1642918,Alijah Martin,1610612761,TOR,G,24.0,10,9,0.458,0.5,2.2,0.227,0.355,-0.128
203967,Dario Saric,1610612758,SAC,F-C,31.0,5,5,0.458,0.8,2.2,0.364,0.326,0.037
203991,Clint Capela,1610612745,HOU,C,31.0,52,49,0.363,0.6,2.19,0.272,0.35,-0.078
1642873,Amari Williams,1610612738,BOS,F-C,24.0,11,11,0.49,0.64,2.18,0.292,0.339,-0.047
1642261,Dalton Knecht,1610612747,LAL,F,24.0,36,29,0.443,0.89,2.17,0.41,0.364,0.046
1631218,Trayce Jackson-Davis,1610612761,TOR,F,26.0,37,29,0.319,0.73,2.14,0.342,0.351,-0.009
203486,Mason Plumlee,1610612759,SAS,F-C,35.0,14,11,0.375,0.93,2.14,0.433,0.365,0.069
1626145,Tyus Jones,1610612742,DAL,G,29.0,56,48,0.415,0.86,2.13,0.403,0.366,0.037
1641752,Bobi Klintman,1610612765,DET,F,22.0,8,6,0.68,1.0,2.13,0.471,0.327,0.144
1641989,Elijah Harkless,1610612762,UTA,G,26.0,9,8,0.388,1.0,2.11,0.474,0.37,0.104
1641871,Duop Reath,1610612757,POR,C,29.0,28,26,0.437,0.57,2.11,0.271,0.356,-0.085
1630574,Ariel Hukporti,1610612752,NYK,C,23.0,38,29,0.415,0.66,2.11,0.313,0.362,-0.049
1642484,RayJ Dennis,1610612737,ATL,G,24.0,12,11,0.446,1.08,2.08,0.52,0.369,0.151
1631204,Marcus Sasser,1610612765,DET,G,25.0,14,12,0.492,0.71,2.07,0.345,0.342,0.003
1631207,Dalen Terry,1610612755,PHI,F,23.0,32,24,0.41,0.81,2.06,0.394,0.362,0.032
1627824,Guerschon Yabusele,1610612741,CHI,F,30.0,49,40,0.417,0.76,2.04,0.37,0.363,0.007
1641763,Julian Phillips,1610612750,MIN,F,22.0,31,24,0.534,0.74,2.03,0.365,0.36,0.006
1629599,Amir Coffey,1610612756,PHX,G-F,28.0,30,22,0.508,0.77,2.0,0.383,0.359,0.024
1631110,Jeremy Sochan,1610612752,NYK,F,22.0,31,26,0.38,0.84,2.0,0.419,0.361,0.058
1629726,Garrison Mathews,1610612754,IND,G,29.0,14,12,0.384,0.57,2.0,0.286,0.362,-0.077
1630644,Mac McClung,1610612741,CHI,G,27.0,3,3,0.316,1.0,2.0,0.5,0.363,0.137
200768,Kyle Lowry,1610612755,PHI,G,39.0,4,3,0.471,0.5,2.0,0.25,0.34,-0.09
1627746,Skal Labissiere,1610612764,WAS,F-C,29.0,3,3,0.3,0.67,2.0,0.333,0.336,-0.002
1631111,Wendell Moore Jr.,1610612765,DET,G,24.0,5,3,0.417,0.2,2.0,0.1,0.359,-0.259
1631131,Oscar Tshiebwe,1610612762,UTA,F-C,26.0,5,4,0.455,1.2,2.0,0.6,0.369,0.231
1642884,Vladislav Goldin,1610612748,MIA,C,24.0,1,1,0.5,1.0,2.0,0.5,0.286,0.214
1630702,Jaden Hardy,1610612764,WAS,G,23.0,33,29,0.4,0.61,1.94,0.313,0.368,-0.055
1631159,Leonard Miller,1610612741,CHI,F,22.0,16,14,0.477,0.63,1.94,0.323,0.365,-0.043
1642862,Liam McNeeley,1610612766,CHA,F,20.0,26,24,0.446,0.81,1.92,0.42,0.361,0.059
1641712,Rayan Rupert,1610612763,MEM,G-F,21.0,47,39,0.427,0.66,1.91,0.344,0.359,-0.015
1642878,Tyrese Proctor,1610612739,CLE,G,21.0,36,28,0.459,0.53,1.89,0.279,0.356,-0.077
1626192,Pat Connaughton,1610612766,CHA,G,33.0,22,16,0.451,0.73,1.86,0.39,0.354,0.036
1642880,Kam Jones,1610612754,IND,G,24.0,20,17,0.366,0.6,1.85,0.324,0.365,-0.041
1642964,Brooks Barnhizer,1610612760,OKC,G,23.0,27,22,0.485,0.89,1.78,0.5,0.354,0.146
1642949,Yanic Konan Niederhäuser,1610612746,LAC,C,22.0,31,23,0.304,0.74,1.77,0.418,0.365,0.053
1626166,Cameron Payne,1610612755,PHI,G,31.0,4,4,0.368,0.75,1.75,0.429,0.391,0.037
203926,Doug McDermott,1610612758,SAC,F,34.0,11,8,0.396,0.36,1.73,0.211,0.364,-0.153
1642066,Myron Gardner,1610612748,MIA,F,24.0,25,19,0.443,0.52,1.72,0.302,0.379,-0.077
1641998,Trey Jemison III,1610612752,NYK,C,26.0,7,6,0.48,0.57,1.71,0.333,0.315,0.018
1643007,Taelon Peter,1610612754,IND,G,24.0,23,15,0.355,0.7,1.7,0.41,0.368,0.043
1631104,Blake Wesley,1610612757,POR,G,22.0,16,12,0.435,0.56,1.69,0.333,0.372,-0.038
201145,Jeff Green,1610612745,HOU,F,39.0,16,12,0.6,0.31,1.69,0.185,0.326,-0.141
1631133,Jabari Walker,1610612755,PHI,F,23.0,49,38,0.39,0.55,1.69,0.325,0.361,-0.036
1631103,Malaki Branham,1610612764,WAS,F,22.0,25,15,0.442,0.52,1.68,0.31,0.371,-0.061
1642260,Nikola Topić,1610612760,OKC,G,20.0,3,3,0.333,0.33,1.67,0.2,0.391,-0.191
1631288,Jamal Cain,1610612753,ORL,F,26.0,16,15,0.388,0.44,1.63,0.269,0.362,-0.093
202687,Bismack Biyombo,1610612759,SAS,C,33.0,13,10,0.5,0.69,1.62,0.429,0.327,0.101
1630587,Isaiah Livers,1610612756,PHX,F,27.0,31,26,0.38,0.48,1.58,0.306,0.365,-0.059
1642885,Mohamed Diawara,1610612752,NYK,F,20.0,41,33,0.489,0.59,1.56,0.375,0.354,0.021
1630545,Terrence Shannon Jr.,1610612750,MIN,G-F,25.0,25,16,0.419,0.56,1.56,0.359,0.371,-0.012
1642358,AJ Johnson,1610612742,DAL,G,21.0,27,19,0.467,0.63,1.56,0.405,0.363,0.042
1630256,Jae'Sean Tate,1610612745,HOU,F,30.0,28,22,0.381,0.39,1.54,0.256,0.357,-0.101
1642853,Rasheer Fleming,1610612756,PHX,F,21.0,28,24,0.43,0.5,1.54,0.326,0.343,-0.018
1642866,Joan Beringer,1610612750,MIN,F,19.0,27,22,0.366,0.44,1.52,0.293,0.356,-0.063
1631116,Patrick Baldwin Jr.,1610612758,SAC,F,23.0,4,4,0.545,1.0,1.5,0.667,0.385,0.282
1642352,Keshad Johnson,1610612748,MIA,F,24.0,16,13,0.381,0.44,1.5,0.292,0.358,-0.066
1642282,Hunter Sallis,1610612755,PHI,G,22.0,4,4,0.5,0.25,1.5,0.167,0.355,-0.188
1628964,Mo Bamba,1610612762,UTA,C,27.0,2,2,0.3,0.5,1.5,0.333,0.349,-0.016
1631205,Buddy Boeheim,1610612760,OKC,F,26.0,2,2,0.25,0.5,1.5,0.333,0.402,-0.068
1642910,John Tonje,1610612738,BOS,G,24.0,2,2,0.6,1.0,1.5,0.667,0.378,0.288
1641787,Tosan Evbuomwan,1610612766,CHA,F,25.0,2,2,0.75,0.5,1.5,0.333,0.387,-0.054
1642265,Rob Dillingham,1610612741,CHI,G,21.0,40,30,0.347,0.4,1.48,0.271,0.351,-0.08
1642939,Miles Kelly,1610612742,DAL,G,23.0,9,7,0.342,0.67,1.44,0.462,0.367,0.094
1641780,Johni Broome,1610612755,PHI,F,23.0,7,5,0.323,0.43,1.43,0.3,0.306,-0.006
1641810,Antonio Reeves,1610612766,CHA,G,25.0,7,5,0.588,0.57,1.43,0.4,0.364,0.037
1628371,Jonathan Isaac,1610612753,ORL,F,28.0,43,35,0.357,0.47,1.42,0.328,0.359,-0.031
1630322,Lindy Waters III,1610612759,SAS,F,28.0,24,18,0.567,0.54,1.42,0.382,0.355,0.028
1629162,Jordan McLaughlin,1610612759,SAS,G,29.0,22,17,0.492,0.68,1.41,0.484,0.365,0.119
1631120,JD Davison,1610612745,HOU,G,23.0,20,12,0.378,0.5,1.4,0.357,0.363,-0.005
1642863,Khaman Maluach,1610612756,PHX,C,19.0,24,18,0.434,0.38,1.38,0.273,0.361,-0.088
1631199,Ron Harper Jr.,1610612738,BOS,G-F,25.0,13,8,0.375,0.23,1.38,0.167,0.358,-0.191
