CLOSE_DEF_PERSON_ID,PLAYER_NAME,PLAYER_LAST_TEAM_ID,PLAYER_LAST_TEAM_ABBREVIATION,PLAYER_POSITION,AGE,GP,G,FREQ,FGM_LT_10,FGA_LT_10,LT_10_PCT,NS_LT_10_PCT,PLUSMINUS
203076,Anthony Davis,1610612764,WAS,F-C,32.0,20,20,0.473,3.95,7.4,0.534,0.603,-0.069
1627826,Ivica Zubac,1610612754,IND,C,28.0,43,43,0.473,3.81,7.4,0.516,0.606,-0.091
1628436,Luke Kornet,1610612759,SAS,C-F,30.0,49,49,0.469,3.92,7.37,0.532,0.608,-0.076
1631109,Mark Williams,1610612756,PHX,C,24.0,55,55,0.51,4.64,7.24,0.641,0.607,0.034
1641705,Victor Wembanyama,1610612759,SAS,F-C,22.0,45,45,0.429,3.8,7.24,0.525,0.609,-0.084
1629651,Nic Claxton,1610612751,BKN,C,26.0,54,54,0.538,4.02,7.22,0.556,0.598,-0.042
1630583,Santi Aldama,1610612763,MEM,F-C,25.0,43,43,0.509,4.21,7.16,0.588,0.597,-0.009
1642273,Kyshawn George,1610612764,WAS,F,22.0,46,46,0.446,4.0,7.13,0.561,0.593,-0.032
1641730,Noah Clowney,1610612751,BKN,F-C,21.0,53,53,0.517,4.49,7.11,0.631,0.588,0.043
1642875,Maxime Raynaud,1610612758,SAC,C,22.0,53,51,0.542,4.43,7.11,0.623,0.609,0.015
1629028,Deandre Ayton,1610612747,LAL,C,27.0,50,50,0.504,3.98,7.08,0.562,0.597,-0.034
1631217,Moussa Diabaté,1610612766,CHA,F,24.0,53,53,0.531,4.09,7.04,0.582,0.601,-0.02
1630567,Scottie Barnes,1610612761,TOR,F-G,24.0,57,57,0.481,4.05,7.0,0.579,0.592,-0.013
1641778,Leaky Black,1610612764,WAS,F,26.0,1,1,0.636,2.0,7.0,0.286,0.608,-0.322
1630552,Jalen Johnson,1610612737,ATL,F,24.0,54,54,0.536,4.09,6.96,0.588,0.593,-0.005
1628991,Jaren Jackson Jr.,1610612762,UTA,F-C,26.0,48,48,0.46,3.54,6.88,0.515,0.59,-0.074
1627751,Jakob Poeltl,1610612761,TOR,C,30.0,25,25,0.526,4.12,6.88,0.599,0.6,-0.002
204001,Kristaps Porziņģis,1610612744,GSW,F-C,30.0,18,18,0.496,3.56,6.83,0.52,0.604,-0.084
1628386,Jarrett Allen,1610612739,CLE,C,27.0,49,49,0.518,3.59,6.69,0.537,0.61,-0.073
1629638,Nickeil Alexander-Walker,1610612737,ATL,G,27.0,58,58,0.509,4.14,6.67,0.62,0.581,0.039
1631094,Paolo Banchero,1610612753,ORL,F,23.0,48,47,0.498,3.69,6.67,0.553,0.59,-0.037
1629674,Neemias Queta,1610612738,BOS,C,26.0,55,55,0.529,3.35,6.65,0.503,0.596,-0.094
1627783,Pascal Siakam,1610612754,IND,F,31.0,52,52,0.479,3.96,6.6,0.601,0.596,0.005
1630183,Jaden McDaniels,1610612750,MIN,F,25.0,58,56,0.458,3.36,6.6,0.509,0.598,-0.089
1628401,Derrick White,1610612738,BOS,G,31.0,57,57,0.451,3.33,6.6,0.505,0.575,-0.07
1641750,Ryan Kalkbrenner,1610612766,CHA,C,24.0,49,47,0.508,3.57,6.59,0.542,0.6,-0.058
1630643,Jay Huff,1610612754,IND,C,28.0,59,59,0.58,3.56,6.54,0.544,0.596,-0.052
1642851,Kon Knueppel,1610612766,CHA,G-F,20.0,60,59,0.491,3.32,6.53,0.508,0.589,-0.081
1629639,Tyler Herro,1610612748,MIA,G,26.0,15,15,0.511,3.33,6.47,0.515,0.565,-0.049
1630695,Micah Potter,1610612754,IND,C,27.0,26,26,0.556,3.81,6.46,0.589,0.598,-0.009
1642276,Kel'el Ware,1610612748,MIA,C,21.0,56,56,0.533,3.79,6.41,0.591,0.615,-0.024
1628404,Josh Hart,1610612752,NYK,G,30.0,48,48,0.448,3.9,6.35,0.613,0.595,0.019
1628976,Wendell Carter Jr.,1610612753,ORL,C-F,26.0,56,56,0.487,3.43,6.34,0.541,0.604,-0.063
1641710,Anthony Black,1610612753,ORL,G,22.0,58,57,0.474,3.67,6.33,0.58,0.58,0.0
1630530,Trey Murphy III,1610612740,NOP,F,25.0,52,52,0.463,4.04,6.33,0.638,0.602,0.037
1630700,Dyson Daniels,1610612737,ATL,G,22.0,58,58,0.439,3.48,6.29,0.553,0.584,-0.03
203994,Jusuf Nurkić,1610612762,UTA,C,31.0,41,41,0.461,3.49,6.27,0.556,0.611,-0.055
1642845,VJ Edgecombe,1610612755,PHI,G,20.0,55,55,0.483,3.76,6.27,0.6,0.585,0.015
1629655,Daniel Gafford,1610612742,DAL,F-C,27.0,42,42,0.504,3.5,6.26,0.559,0.61,-0.051
1630581,Josh Giddey,1610612741,CHI,G,23.0,39,39,0.461,3.59,6.23,0.576,0.588,-0.012
1630166,Deni Avdija,1610612757,POR,F,25.0,48,47,0.496,3.48,6.23,0.559,0.589,-0.03
1642928,Dylan Cardwell,1610612758,SAC,C,24.0,29,29,0.583,3.1,6.21,0.5,0.592,-0.092
1631095,Jabari Smith Jr.,1610612745,HOU,F,22.0,57,57,0.466,3.32,6.19,0.535,0.587,-0.052
1628389,Bam Adebayo,1610612748,MIA,C-F,28.0,52,52,0.449,3.31,6.15,0.538,0.598,-0.061
1641706,Brandon Miller,1610612766,CHA,F,23.0,44,42,0.487,3.32,6.14,0.541,0.588,-0.047
1631212,Peyton Watson,1610612743,DEN,G,23.0,49,48,0.453,3.76,6.12,0.613,0.59,0.024
203952,Andrew Wiggins,1610612748,MIA,F,31.0,54,53,0.437,3.72,6.11,0.609,0.59,0.019
1641739,Toumani Camara,1610612757,POR,F,25.0,61,61,0.43,3.85,6.11,0.63,0.591,0.039
1630595,Cade Cunningham,1610612765,DET,G,24.0,52,51,0.438,3.27,6.08,0.538,0.578,-0.04
1626157,Karl-Anthony Towns,1610612752,NYK,C-F,30.0,56,56,0.454,3.48,6.04,0.577,0.599,-0.022
201935,James Harden,1610612739,CLE,G,36.0,51,51,0.464,3.63,6.0,0.605,0.587,0.017
1631108,Max Christie,1610612742,DAL,G,23.0,54,54,0.484,3.44,5.94,0.579,0.587,-0.008
1631105,Jalen Duren,1610612765,DET,C,22.0,48,48,0.478,3.27,5.94,0.551,0.598,-0.048
1631157,Ryan Rollins,1610612749,MIL,G,23.0,56,56,0.453,3.2,5.93,0.539,0.578,-0.039
1627750,Jamal Murray,1610612743,DEN,G,29.0,55,55,0.412,3.89,5.91,0.658,0.588,0.071
203110,Draymond Green,1610612744,GSW,F,35.0,48,48,0.476,3.13,5.9,0.53,0.601,-0.071
1631222,Jake LaRavia,1610612747,LAL,F,24.0,58,58,0.484,3.66,5.9,0.62,0.589,0.031
1631170,Jaime Jaquez Jr.,1610612748,MIA,G,25.0,55,55,0.454,3.35,5.89,0.568,0.585,-0.017
203500,Steven Adams,1610612745,HOU,C,32.0,32,32,0.472,3.41,5.81,0.586,0.608,-0.022
1630559,Austin Reaves,1610612747,LAL,G,27.0,32,32,0.43,3.66,5.75,0.636,0.591,0.045
1628384,OG Anunoby,1610612752,NYK,F-G,28.0,46,46,0.436,3.33,5.74,0.58,0.592,-0.013
1641744,Zach Edey,1610612763,MEM,C,23.0,11,11,0.474,2.18,5.73,0.381,0.606,-0.225
1629008,Michael Porter Jr.,1610612751,BKN,F,27.0,47,47,0.536,3.57,5.7,0.627,0.593,0.034
1630591,Jalen Suggs,1610612753,ORL,G,24.0,35,35,0.51,3.17,5.66,0.561,0.584,-0.024
1642271,Kyle Filipowski,1610612762,UTA,C,22.0,58,56,0.497,3.47,5.62,0.617,0.594,0.023
203932,Aaron Gordon,1610612743,DEN,F,30.0,23,23,0.48,3.26,5.61,0.581,0.606,-0.025
1628983,Shai Gilgeous-Alexander,1610612760,OKC,G,27.0,50,50,0.461,2.84,5.6,0.507,0.586,-0.079
1630572,Sandro Mamukelashvili,1610612761,TOR,F-C,26.0,57,57,0.499,3.11,5.56,0.558,0.594,-0.036
1626162,Kelly Oubre Jr.,1610612755,PHI,F-G,30.0,37,37,0.444,3.35,5.54,0.605,0.587,0.018
1629111,Jock Landale,1610612737,ATL,C,30.0,54,54,0.564,3.13,5.52,0.567,0.604,-0.037
1629628,RJ Barrett,1610612761,TOR,F-G,25.0,35,33,0.438,3.17,5.51,0.575,0.588,-0.013
201143,Al Horford,1610612744,GSW,C-F,39.0,37,35,0.482,2.97,5.49,0.542,0.591,-0.049
1642847,Jeremiah Fears,1610612740,NOP,G,19.0,60,59,0.477,3.58,5.48,0.653,0.596,0.057
1642856,Egor Dëmin,1610612751,BKN,G,19.0,52,52,0.568,3.19,5.48,0.582,0.584,-0.002
1628978,Donte DiVincenzo,1610612750,MIN,G,29.0,60,59,0.51,3.12,5.47,0.57,0.587,-0.017
1628973,Jalen Brunson,1610612752,NYK,G,29.0,54,54,0.419,3.65,5.43,0.672,0.583,0.089
203468,CJ McCollum,1610612737,ATL,G,34.0,56,56,0.434,3.34,5.43,0.615,0.585,0.03
1628969,Mikal Bridges,1610612752,NYK,G-F,29.0,60,60,0.44,3.05,5.42,0.563,0.59,-0.027
1630174,Aaron Nesmith,1610612754,IND,G-F,26.0,33,31,0.458,3.0,5.42,0.553,0.591,-0.038
1629614,Andrew Nembhard,1610612754,IND,G-F,26.0,47,47,0.465,3.51,5.38,0.652,0.583,0.07
1628392,Isaiah Hartenstein,1610612760,OKC,C-F,27.0,34,32,0.454,2.56,5.38,0.475,0.601,-0.125
202331,Paul George,1610612755,PHI,F,35.0,27,27,0.487,3.11,5.37,0.579,0.578,0.002
1641718,Keyonte George,1610612762,UTA,G,22.0,48,47,0.409,3.92,5.35,0.732,0.596,0.136
1642364,Jamir Watkins,1610612764,WAS,F,24.0,27,26,0.563,3.15,5.33,0.59,0.599,-0.009
1629675,Naz Reid,1610612750,MIN,C-F,26.0,59,58,0.519,2.85,5.31,0.537,0.596,-0.059
1628374,Lauri Markkanen,1610612762,UTA,F-C,28.0,42,42,0.438,3.05,5.31,0.574,0.6,-0.026
1631230,Dominick Barlow,1610612755,PHI,F,22.0,48,47,0.454,2.81,5.31,0.529,0.588,-0.059
203944,Julius Randle,1610612750,MIN,F-C,31.0,60,60,0.452,3.18,5.3,0.601,0.601,-0.001
1629645,Kevin Porter Jr.,1610612749,MIL,G-F,25.0,33,32,0.377,3.06,5.27,0.58,0.583,-0.003
1630191,Isaiah Stewart,1610612765,DET,F-C,24.0,48,47,0.456,2.48,5.27,0.47,0.587,-0.117
1631107,Nikola Jović,1610612748,MIA,F,22.0,43,40,0.553,2.84,5.26,0.54,0.593,-0.053
1630178,Tyrese Maxey,1610612755,PHI,G,25.0,57,57,0.413,3.23,5.23,0.617,0.586,0.031
201572,Brook Lopez,1610612746,LAC,C,37.0,51,51,0.505,2.55,5.22,0.489,0.604,-0.115
1631128,Christian Braun,1610612743,DEN,G,24.0,24,24,0.419,3.13,5.21,0.6,0.592,0.008
1642263,Reed Sheppard,1610612745,HOU,G,21.0,58,57,0.459,3.12,5.17,0.603,0.578,0.025
1630173,Precious Achiuwa,1610612758,SAC,F,26.0,52,52,0.497,3.02,5.13,0.588,0.604,-0.016
1630532,Franz Wagner,1610612753,ORL,F,24.0,28,27,0.398,2.93,5.11,0.573,0.584,-0.011
1626220,Royce O'Neale,1610612756,PHX,F,32.0,60,59,0.464,3.05,5.1,0.598,0.601,-0.003
1629027,Trae Young,1610612764,WAS,G,27.0,10,10,0.51,3.5,5.1,0.686,0.561,0.125
203083,Andre Drummond,1610612755,PHI,C,32.0,43,41,0.502,3.44,5.07,0.679,0.616,0.063
1631221,Collin Gillespie,1610612756,PHX,G,26.0,59,59,0.453,3.02,5.0,0.603,0.593,0.01
1631097,Bennedict Mathurin,1610612746,LAC,G-F,23.0,34,34,0.504,3.0,5.0,0.6,0.589,0.011
1641761,Grant Nelson,1610612751,BKN,F,23.0,1,1,0.833,1.0,5.0,0.2,0.415,-0.215
1631260,AJ Green,1610612749,MIL,G,26.0,54,51,0.397,2.85,4.98,0.572,0.579,-0.006
1642366,Quinten Post,1610612744,GSW,C,25.0,58,56,0.497,2.64,4.98,0.529,0.596,-0.066
1630162,Anthony Edwards,1610612750,MIN,G,24.0,50,50,0.428,2.98,4.98,0.598,0.592,0.006
1626171,Bobby Portis,1610612749,MIL,F,31.0,56,56,0.485,3.23,4.95,0.653,0.598,0.055
201942,DeMar DeRozan,1610612758,SAC,G-F,36.0,61,61,0.503,3.03,4.93,0.615,0.601,0.013
1630188,Jalen Smith,1610612741,CHI,F-C,25.0,45,45,0.541,2.49,4.93,0.505,0.597,-0.093
1626164,Devin Booker,1610612756,PHX,G,29.0,44,42,0.459,2.66,4.93,0.539,0.596,-0.056
1630200,Tre Jones,1610612741,CHI,G,26.0,43,43,0.499,3.05,4.91,0.621,0.574,0.047
1631101,Shaedon Sharpe,1610612757,POR,G,22.0,48,46,0.47,3.21,4.9,0.655,0.591,0.064
201142,Kevin Durant,1610612745,HOU,F,37.0,55,54,0.411,2.51,4.89,0.513,0.594,-0.081
1629731,Dean Wade,1610612739,CLE,F-C,29.0,47,45,0.477,2.49,4.89,0.509,0.58,-0.072
1628970,Miles Bridges,1610612766,CHA,F,27.0,56,55,0.425,2.79,4.88,0.571,0.595,-0.024
1642258,Zaccharie Risacher,1610612737,ATL,F,20.0,47,46,0.467,3.04,4.87,0.624,0.583,0.041
1631132,Christian Koloko,1610612737,ATL,C,25.0,21,21,0.554,2.52,4.86,0.52,0.598,-0.078
1630230,Naji Marshall,1610612742,DAL,F,28.0,58,57,0.442,2.83,4.84,0.584,0.595,-0.011
1628415,Dillon Brooks,1610612756,PHX,G-F,30.0,50,50,0.406,2.86,4.84,0.591,0.593,-0.002
1642867,Collin Murray-Boyles,1610612761,TOR,F,20.0,47,44,0.468,2.85,4.83,0.59,0.598,-0.008
1641764,Brandin Podziemski,1610612744,GSW,G,23.0,59,59,0.513,2.81,4.83,0.582,0.59,-0.007
1630543,Isaiah Jackson,1610612746,LAC,F,24.0,40,38,0.568,3.13,4.8,0.651,0.607,0.044
1630541,Moses Moody,1610612744,GSW,G,23.0,57,56,0.466,2.6,4.79,0.542,0.591,-0.048
1630171,Isaac Okoro,1610612741,CHI,F-G,25.0,50,49,0.439,2.56,4.76,0.538,0.591,-0.053
1628963,Marvin Bagley III,1610612742,DAL,F,26.0,45,45,0.474,2.6,4.73,0.549,0.603,-0.054
1641717,Cason Wallace,1610612760,OKC,G,22.0,58,58,0.391,2.59,4.71,0.549,0.583,-0.033
1630193,Immanuel Quickley,1610612761,TOR,G,26.0,56,55,0.436,2.73,4.71,0.58,0.584,-0.004
1642274,Yves Missi,1610612740,NOP,C,21.0,47,45,0.46,2.43,4.7,0.516,0.6,-0.084
1628960,Grayson Allen,1610612756,PHX,G,30.0,38,38,0.411,2.74,4.68,0.584,0.593,-0.008
1642345,Oso Ighodaro,1610612756,PHX,F,23.0,60,59,0.519,2.45,4.68,0.523,0.594,-0.07
1631119,Jaylin Williams,1610612760,OKC,F,23.0,46,44,0.463,2.57,4.67,0.549,0.6,-0.051
1629632,Coby White,1610612766,CHA,G,26.0,32,30,0.463,2.72,4.66,0.584,0.589,-0.005
202699,Tobias Harris,1610612765,DET,F,33.0,42,42,0.47,2.45,4.64,0.528,0.584,-0.056
202695,Kawhi Leonard,1610612746,LAC,F,34.0,44,43,0.427,3.2,4.64,0.691,0.602,0.089
1641774,Tristan Vukcevic,1610612764,WAS,F,22.0,36,34,0.584,2.58,4.64,0.557,0.594,-0.037
1629636,Darius Garland,1610612746,LAC,G,26.0,26,25,0.395,2.81,4.62,0.608,0.583,0.026
1642874,Danny Wolf,1610612751,BKN,F,21.0,44,42,0.525,2.45,4.61,0.532,0.585,-0.053
201567,Kevin Love,1610612762,UTA,F-C,37.0,31,30,0.574,3.13,4.61,0.678,0.607,0.071
1627742,Brandon Ingram,1610612761,TOR,F,28.0,57,57,0.421,2.63,4.61,0.57,0.592,-0.022
1629060,Rui Hachimura,1610612747,LAL,F,28.0,47,46,0.455,3.02,4.57,0.66,0.596,0.064
1641726,Dereck Lively II,1610612742,DAL,C,22.0,7,7,0.471,2.86,4.57,0.625,0.594,0.031
1630529,Herbert Jones,1610612740,NOP,F,27.0,37,37,0.472,2.68,4.57,0.586,0.602,-0.016
1642907,Cedric Coward,1610612763,MEM,G,22.0,48,48,0.391,2.54,4.56,0.557,0.587,-0.03
1641765,Olivier-Maxence Prosper,1610612763,MEM,F,23.0,29,28,0.51,2.55,4.52,0.565,0.602,-0.037
1630551,Justin Champagnie,1610612764,WAS,G-F,24.0,51,46,0.52,2.86,4.51,0.635,0.591,0.044
201566,Russell Westbrook,1610612758,SAC,G,37.0,56,55,0.492,3.13,4.5,0.694,0.602,0.092
1642942,Jahmai Mashack,1610612763,MEM,G,23.0,14,12,0.529,3.0,4.5,0.667,0.598,0.068
1630249,Vít Krejčí,1610612757,POR,G,25.0,57,56,0.504,2.56,4.49,0.57,0.574,-0.004
1628381,John Collins,1610612746,LAC,F-C,28.0,53,52,0.396,2.42,4.49,0.538,0.597,-0.06
1642281,Jaylon Tyson,1610612739,CLE,G-F,23.0,56,54,0.402,2.34,4.48,0.522,0.578,-0.056
1629011,Mitchell Robinson,1610612752,NYK,C-F,27.0,43,41,0.489,2.47,4.47,0.552,0.599,-0.047
1629048,Goga Bitadze,1610612753,ORL,C-F,26.0,43,42,0.558,2.44,4.47,0.547,0.589,-0.042
1627759,Jaylen Brown,1610612738,BOS,G-F,29.0,53,52,0.388,2.45,4.47,0.549,0.584,-0.035
1630170,Devin Vassell,1610612759,SAS,G-F,25.0,46,45,0.47,2.52,4.46,0.566,0.59,-0.025
1629130,Duncan Robinson,1610612765,DET,F,31.0,56,55,0.447,2.2,4.45,0.494,0.578,-0.084
1629001,De'Anthony Melton,1610612744,GSW,G,27.0,31,31,0.515,2.97,4.45,0.667,0.593,0.074
1630703,Scoot Henderson,1610612757,POR,G,22.0,9,9,0.541,2.89,4.44,0.65,0.601,0.049
1630558,Davion Mitchell,1610612748,MIA,G,27.0,49,48,0.395,2.69,4.43,0.608,0.587,0.021
1629014,Anfernee Simons,1610612741,CHI,G,26.0,55,54,0.497,2.6,4.42,0.588,0.583,0.005
1642264,Stephon Castle,1610612759,SAS,G,21.0,49,49,0.392,2.37,4.41,0.537,0.594,-0.057
1641709,Ausar Thompson,1610612765,DET,G-F,23.0,54,54,0.415,2.35,4.41,0.534,0.587,-0.053
1629630,Ja Morant,1610612763,MEM,G,26.0,20,19,0.406,2.2,4.4,0.5,0.583,-0.083
201599,DeAndre Jordan,1610612740,NOP,C,37.0,5,5,0.4,2.0,4.4,0.455,0.614,-0.16
1630577,Julian Champagnie,1610612759,SAS,F,24.0,59,56,0.423,2.41,4.39,0.548,0.587,-0.039
1642277,Johnny Furphy,1610612754,IND,G,21.0,34,32,0.484,2.74,4.38,0.624,0.589,0.035
1628398,Kyle Kuzma,1610612749,MIL,F,30.0,55,53,0.459,2.27,4.38,0.519,0.589,-0.071
201939,Stephen Curry,1610612744,GSW,G,37.0,39,39,0.44,2.56,4.38,0.585,0.581,0.004
1630217,Desmond Bane,1610612753,ORL,G,27.0,58,58,0.407,2.48,4.38,0.567,0.585,-0.018
2544,LeBron James,1610612747,LAL,F,41.0,40,40,0.457,2.6,4.38,0.594,0.589,0.005
203897,Zach LaVine,1610612758,SAC,G,30.0,39,39,0.395,3.13,4.38,0.713,0.609,0.105
203992,Bogdan Bogdanović,1610612746,LAC,G,33.0,17,17,0.443,2.76,4.35,0.635,0.596,0.039
1629661,Cameron Johnson,1610612743,DEN,F,29.0,36,36,0.423,2.56,4.33,0.59,0.587,0.003
1642363,Nique Clifford,1610612758,SAC,G,24.0,57,56,0.462,2.51,4.33,0.579,0.591,-0.012
1627746,Skal Labissiere,1610612764,WAS,F-C,29.0,3,3,0.65,2.67,4.33,0.615,0.586,0.029
203939,Dwight Powell,1610612742,DAL,F-C,34.0,39,35,0.553,2.36,4.31,0.548,0.601,-0.053
1641796,Pelle Larsson,1610612748,MIA,G,25.0,48,45,0.439,2.58,4.31,0.599,0.582,0.017
203507,Giannis Antetokounmpo,1610612749,MIL,F,31.0,30,29,0.451,2.17,4.3,0.504,0.595,-0.091
203114,Khris Middleton,1610612742,DAL,F,34.0,41,40,0.452,2.32,4.29,0.54,0.596,-0.057
1641716,Jarace Walker,1610612754,IND,F,22.0,59,57,0.522,2.56,4.29,0.597,0.585,0.012
1626156,D'Angelo Russell,1610612764,WAS,G,30.0,26,26,0.489,2.35,4.27,0.55,0.575,-0.025
1628368,De'Aaron Fox,1610612759,SAS,G,28.0,50,48,0.359,2.52,4.26,0.592,0.582,0.01
1642377,Jaylen Wells,1610612763,MEM,F,22.0,57,56,0.414,2.46,4.25,0.579,0.589,-0.011
1641790,PJ Hall,1610612766,CHA,C,24.0,16,15,0.507,2.19,4.25,0.515,0.591,-0.077
1629611,Terance Mann,1610612751,BKN,G-F,29.0,51,50,0.47,2.45,4.24,0.579,0.577,0.002
1628971,Bruce Brown,1610612743,DEN,G-F,29.0,60,60,0.412,2.67,4.23,0.63,0.581,0.049
1642883,Sion James,1610612766,CHA,G,23.0,61,59,0.441,2.44,4.23,0.578,0.59,-0.012
1630573,Sam Hauser,1610612738,BOS,F,28.0,56,55,0.442,2.5,4.23,0.591,0.583,0.007
1630540,Miles McBride,1610612752,NYK,G,25.0,35,34,0.393,2.54,4.23,0.601,0.581,0.02
1628989,Kevin Huerter,1610612765,DET,G-F,27.0,49,47,0.464,2.51,4.22,0.594,0.585,0.009
1630194,Paul Reed,1610612765,DET,F,26.0,41,36,0.582,2.17,4.22,0.514,0.596,-0.081
1641854,Craig Porter Jr.,1610612739,CLE,G,26.0,52,48,0.491,2.35,4.21,0.557,0.574,-0.017
1630202,Payton Pritchard,1610612738,BOS,G,28.0,58,58,0.416,2.38,4.21,0.566,0.584,-0.019
202710,Jimmy Butler III,1610612744,GSW,F,36.0,38,37,0.427,2.74,4.21,0.65,0.595,0.055
1630314,Brandon Williams,1610612742,DAL,G,26.0,51,50,0.469,2.65,4.2,0.631,0.577,0.054
1630598,Aaron Wiggins,1610612760,OKC,G,27.0,46,46,0.423,2.24,4.2,0.534,0.592,-0.058
1628380,Zach Collins,1610612741,CHI,F-C,28.0,10,10,0.5,2.2,4.2,0.524,0.583,-0.06
1630241,Sam Merrill,1610612739,CLE,G,29.0,37,36,0.451,2.49,4.19,0.594,0.597,-0.003
1630549,Day'Ron Sharpe,1610612751,BKN,C,24.0,57,57,0.537,2.44,4.19,0.582,0.586,-0.005
1641708,Amen Thompson,1610612745,HOU,G-F,23.0,56,56,0.422,2.3,4.18,0.551,0.587,-0.036
1642848,Tre Johnson,1610612764,WAS,G,19.0,45,44,0.499,2.47,4.18,0.59,0.582,0.008
1642285,Cam Spencer,1610612763,MEM,G,25.0,56,53,0.507,2.52,4.16,0.605,0.582,0.024
1630533,Ziaire Williams,1610612751,BKN,F,24.0,41,40,0.438,2.61,4.15,0.629,0.581,0.048
1630611,Gui Santos,1610612744,GSW,F,23.0,45,43,0.495,2.47,4.13,0.597,0.581,0.016
1642846,Ace Bailey,1610612762,UTA,F,19.0,52,50,0.417,2.5,4.13,0.605,0.595,0.009
1642849,Nolan Traore,1610612751,BKN,G,19.0,37,35,0.492,2.27,4.11,0.553,0.588,-0.036
1641731,Bilal Coulibaly,1610612764,WAS,G,21.0,38,36,0.505,2.32,4.11,0.564,0.597,-0.033
1631121,Bryce McGowens,1610612740,NOP,G,23.0,34,31,0.457,2.85,4.09,0.698,0.607,0.091
1629656,Quentin Grimes,1610612755,PHI,G,25.0,53,52,0.431,2.38,4.09,0.581,0.578,0.003
1629627,Zion Williamson,1610612740,NOP,F,25.0,44,42,0.4,2.45,4.09,0.6,0.599,0.001
1631200,Kris Murray,1610612757,POR,F,25.0,39,38,0.521,2.08,4.08,0.509,0.582,-0.073
1631106,Tari Eason,1610612745,HOU,F,24.0,36,35,0.436,2.5,4.08,0.612,0.591,0.022
1630192,Zeke Nnaji,1610612743,DEN,F-C,25.0,35,28,0.538,1.91,4.06,0.472,0.597,-0.125
1630568,Luka Garza,1610612738,BOS,C,27.0,48,47,0.508,2.38,4.06,0.585,0.595,-0.01
1641737,Adem Bona,1610612755,PHI,F,22.0,50,47,0.509,2.18,4.04,0.54,0.6,-0.061
1629673,Jordan Poole,1610612740,NOP,G,26.0,32,31,0.425,2.44,4.0,0.609,0.582,0.028
1630590,Scotty Pippen Jr.,1610612763,MEM,G,25.0,7,7,0.346,3.0,4.0,0.75,0.576,0.174
1630644,Mac McClung,1610612741,CHI,G,27.0,3,3,0.632,2.0,4.0,0.5,0.58,-0.08
1642530,Yuki Kawamura,1610612741,CHI,G,24.0,4,4,0.593,2.0,4.0,0.5,0.555,-0.055
1627749,Dejounte Murray,1610612740,NOP,G,29.0,2,2,0.471,3.0,4.0,0.75,0.617,0.133
1630699,MarJon Beauchamp,1610612755,PHI,F,25.0,2,2,0.4,2.0,4.0,0.5,0.605,-0.105
1642857,Kasparas Jakučionis,1610612748,MIA,G,19.0,30,28,0.461,2.33,3.97,0.588,0.581,0.007
